trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.6, 'e': 0.22946609376090668}",20,1,17.848830527187534,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.6, 'e': 0.2290076201997705}",30,3,-17.60977844824308,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
737,False,"{'a': 0.6, 'e': 0.2285500626694205}",25,1,36.92787848576155,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.6, 'e': 0.22809341933962587}",20,0,-20.879964788716514,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
739,False,"{'a': 0.6, 'e': 0.22763768838381274}",25,0,-10.29471307489942,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
740,False,"{'a': 0.6, 'e': 0.22718286797905665}",20,13,13.760783204502177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.6, 'e': 0.22672895630607542}",30,5,-36.393820042614344,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",1
742,False,"{'a': 0.6, 'e': 0.2262759515492217}",30,15,14.446258263730464,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.6, 'e': 0.22582385189647586}",25,15,9.279662839133735,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.6, 'e': 0.22537265553943872}",25,15,-32.72950453276283,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
745,False,"{'a': 0.6, 'e': 0.22492236067332425}",20,0,-24.271580843192584,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
746,False,"{'a': 0.6, 'e': 0.22447296549695234}",25,19,12.48320255613021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.6, 'e': 0.22402446821274175}",20,8,8.609504889292483,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.6, 'e': 0.22357686702670268}",20,0,-1.4630837975666733,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
749,False,"{'a': 0.6, 'e': 0.22313016014842982}",20,6,-3.4114837235348117,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
750,False,"{'a': 0.6, 'e': 0.22268434579109508}",20,7,6.319506030156321,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.6, 'e': 0.2222394221714404}",30,0,0.36045698524365166,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",1
752,False,"{'a': 0.6, 'e': 0.22179538750977074}",25,11,19.824935828402126,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.6, 'e': 0.22135224002994683}",30,8,39.15743595603612,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.6, 'e': 0.2209099779593782}",25,9,16.220716735908177,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.6, 'e': 0.22046859952901593}",25,0,14.817992974552698,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
756,False,"{'a': 0.6, 'e': 0.22002810297334574}",25,5,-56.71036860919572,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
757,False,"{'a': 0.6, 'e': 0.21958848653038082}",20,12,-25.72061408340234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
758,False,"{'a': 0.6, 'e': 0.2191497484416548}",20,9,15.151636795951218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.6, 'e': 0.21871188695221475}",20,7,12.709818168622053,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.6, 'e': 0.21827490031061414}",35,17,-69.82780549487173,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
761,False,"{'a': 0.6, 'e': 0.21783878676890578}",20,0,8.278189405832777,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.6, 'e': 0.21740354458263497}",25,18,11.154728149166665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.6, 'e': 0.21696917201083235}",30,18,23.37654071718224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.6, 'e': 0.21653566731600707}",25,15,-3.2306755949188846,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.6, 'e': 0.21610302876413975}",20,8,16.666488970140467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.6, 'e': 0.21567125462467565}",30,0,-35.2879060012346,"{0: 27, 1: 0, 2: 0, 3: 2, 4: 1}",1
767,False,"{'a': 0.6, 'e': 0.21524034317051757}",25,17,17.78090617418134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.6, 'e': 0.2148102926780192}",30,13,24.366097224713908,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.6, 'e': 0.21438110142697794}",30,15,27.23101147916679,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.6, 'e': 0.21395276770062824}",20,9,-27.9762063370825,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
771,False,"{'a': 0.6, 'e': 0.2135252897856346}",20,7,11.663781582328639,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
772,False,"{'a': 0.6, 'e': 0.21309866597208482}",30,19,5.087576835761084,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.6, 'e': 0.21267289455348304}",30,14,11.10405300808428,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.6, 'e': 0.21224797382674304}",20,13,-7.530493868417697,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
775,False,"{'a': 0.6, 'e': 0.21182390209218135}",20,10,-60.34351006920134,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
776,False,"{'a': 0.6, 'e': 0.21140067765351048}",30,19,-8.07902084869286,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 0.21097829881783206}",20,8,-10.484121935523214,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
778,False,"{'a': 0.6, 'e': 0.21055676389563024}",25,0,11.351426564853655,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.6, 'e': 0.21013607120076472}",30,21,14.848613605647143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.6, 'e': 0.2097162190504642}",20,10,20.030776824017373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.6, 'e': 0.20929720576531952}",30,14,26.31096726061248,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.6, 'e': 0.20887902966927693}",30,11,-26.278002425434583,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
783,False,"{'a': 0.6, 'e': 0.20846168908963153}",25,3,7.069998392105838,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
784,False,"{'a': 0.6, 'e': 0.20804518235702046}",20,8,22.167399526243003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.6, 'e': 0.2076295078054162}",20,11,6.065981037189097,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 0.20721466377212}",25,14,-31.40736035293044,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
787,False,"{'a': 0.6, 'e': 0.20680064859775515}",25,14,1.2650326797638833,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 0.20638746062626045}",20,10,19.869689138310815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.6, 'e': 0.20597509820488344}",25,16,-0.41604135585062085,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.6, 'e': 0.2055635596841739}",20,13,2.155885046472344,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 0.20515284341797715}",25,11,19.905046749431637,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.6, 'e': 0.20474294776342764}",30,19,21.23032919108986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.6, 'e': 0.20433387108094214}",30,12,-9.66162131787681,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
794,False,"{'a': 0.6, 'e': 0.20392561173421342}",30,21,17.163548587469617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.6, 'e': 0.20351816809020354}",25,8,5.372971431582473,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
796,False,"{'a': 0.6, 'e': 0.20311153851913738}",20,13,13.303791569360541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.6, 'e': 0.2027057213944961}",20,13,11.849489283926696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 0.2023007150930107}",25,5,29.95126974529649,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.6, 'e': 0.20189651799465538}",20,12,17.139072313722103,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.6, 'e': 0.20149312848264125}",25,3,26.006922451506775,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.6, 'e': 0.20109054494340972}",20,0,32.06980338619187,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
802,False,"{'a': 0.6, 'e': 0.20068876576662606}",20,6,-16.739246378340965,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
803,False,"{'a': 0.6, 'e': 0.20028778934517305}",25,14,18.699405258832215,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.6, 'e': 0.1998876140751445}",25,0,15.997286158242193,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
805,False,"{'a': 0.6, 'e': 0.19948823835583873}",25,18,-9.200112490085576,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
806,False,"{'a': 0.6, 'e': 0.1990896605897524}",25,8,3.115891510684126,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
807,False,"{'a': 0.6, 'e': 0.19869187918257386}",30,8,35.450128754079266,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.6, 'e': 0.19829489254317698}",35,13,35.45140159761352,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.6, 'e': 0.19789869908361465}",20,8,-3.9390220808764123,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
810,False,"{'a': 0.6, 'e': 0.19750329721911256}",30,0,-52.10202919201012,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
811,False,"{'a': 0.6, 'e': 0.19710868536806264}",20,2,7.036015185070847,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
812,False,"{'a': 0.6, 'e': 0.19671486195201704}",30,14,-27.693245915796027,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
813,False,"{'a': 0.6, 'e': 0.1963218253956815}",25,0,-4.0639095901207085,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
814,False,"{'a': 0.6, 'e': 0.19592957412690934}",25,19,13.0110709405092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.6, 'e': 0.1955381065766949}",20,9,23.13418438757806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.6, 'e': 0.1951474211791675}",25,13,-5.366755770952496,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
817,False,"{'a': 0.6, 'e': 0.194757516371585}",25,0,-27.464430267034004,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
818,False,"{'a': 0.6, 'e': 0.19436839059432767}",30,0,47.28135115945158,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
819,False,"{'a': 0.6, 'e': 0.19398004229089189}",20,6,20.80418385270817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.6, 'e': 0.1935924699078839}",25,1,-21.622888725777536,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 0}",1
821,False,"{'a': 0.6, 'e': 0.19320567189501364}",20,14,3.796346515570349,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.6, 'e': 0.1928196467050886}",20,11,14.501167712610286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.6, 'e': 0.19243439279400748}",25,11,-47.91356583017988,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
824,False,"{'a': 0.6, 'e': 0.19204990862075408}",35,15,30.81941110498597,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.6, 'e': 0.19166619264739126}",20,1,29.359768579170687,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.6, 'e': 0.19128324333905458}",25,9,-34.543485788968205,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
827,False,"{'a': 0.6, 'e': 0.19090105916394629}",25,20,8.614825857145785,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.6, 'e': 0.19051963859332918}",20,0,-32.12167321103161,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
829,False,"{'a': 0.6, 'e': 0.1901389801015205}",25,8,27.044169363943492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.6, 'e': 0.18975908216588572}",20,9,-26.415811554480904,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
831,False,"{'a': 0.6, 'e': 0.18937994326683263}",20,10,2.6570152300516785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
832,False,"{'a': 0.6, 'e': 0.18900156188780515}",20,2,-33.77284093659706,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
833,False,"{'a': 0.6, 'e': 0.1886239365152772}",30,17,24.27037586976062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.6, 'e': 0.1882470656387468}",20,14,11.435522934905634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.6, 'e': 0.18787094775072993}",25,0,19.859009879986605,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.6, 'e': 0.18749558134675456}",35,16,35.65671002504368,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.6, 'e': 0.1871209649253546}",30,14,31.77260176580395,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.6, 'e': 0.1867470969880638}",25,0,21.412973899061207,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
839,False,"{'a': 0.6, 'e': 0.18637397603940997}",25,0,-16.871706732585242,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
840,False,"{'a': 0.6, 'e': 0.1860016005869088}",30,14,-49.14968056745022,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
841,False,"{'a': 0.6, 'e': 0.18562996914105798}",20,3,26.328750140579395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.6, 'e': 0.18525908021533122}",25,12,6.383323162480206,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.6, 'e': 0.18488893232617234}",25,15,3.1110047767680875,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.6, 'e': 0.18451952399298926}",20,11,6.951202176539016,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.6, 'e': 0.1841508537381482}",20,15,7.7376369845975175,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.6, 'e': 0.18378292008696764}",20,4,22.790542369708504,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.6, 'e': 0.18341572156771246}",25,9,-0.06473204107787378,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
848,False,"{'a': 0.6, 'e': 0.18304925671158812}",30,8,24.636588672542274,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
849,False,"{'a': 0.6, 'e': 0.18268352405273466}",20,13,12.981051266194141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.6, 'e': 0.182318522128221}",25,3,-14.518091954390957,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
851,False,"{'a': 0.6, 'e': 0.18195424947803895}",30,16,23.904958005149943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.6, 'e': 0.1815907046450974}",20,0,27.16220822217324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.6, 'e': 0.1812278861752166}",25,12,15.04720399110682,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.6, 'e': 0.1808657926171221}",30,19,22.87441259192419,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.6, 'e': 0.18050442252243923}",20,12,12.293161293717644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.6, 'e': 0.1801437744456871}",20,15,9.472823614041353,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.6, 'e': 0.17978384694427296}",20,13,14.252139396249383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.6, 'e': 0.17942463857848634}",25,13,15.890224107804606,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.6, 'e': 0.17906614791149322}",25,15,19.90351228273393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.6, 'e': 0.17870837350933053}",30,16,9.786686990161304,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.6, 'e': 0.17835131394090015}",20,14,11.7570960824512,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.6, 'e': 0.17799496777796334}",20,0,32.86706088077422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
863,False,"{'a': 0.6, 'e': 0.17763933359513495}",20,3,34.185887762265594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.6, 'e': 0.17728440996987782}",25,16,20.302906743605185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.6, 'e': 0.17693019548249692}",25,11,25.119836227460098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.6, 'e': 0.17657668871613388}",30,20,14.516753469958143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.6, 'e': 0.1762238882567611}",20,0,33.287989101015036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
868,False,"{'a': 0.6, 'e': 0.17587179269317638}",30,16,15.273333730513336,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.6, 'e': 0.17552040061699686}",20,12,16.44497125033225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.6, 'e': 0.17516971062265388}",25,4,20.21489410091104,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.6, 'e': 0.17481972130738693}",20,9,2.1006021110031936,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.6, 'e': 0.17447043127123832}",25,0,17.333495008434827,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
873,False,"{'a': 0.6, 'e': 0.1741218391170474}",20,5,11.522738838562246,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.6, 'e': 0.17377394345044514}",25,19,9.14317511303947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.6, 'e': 0.17342674287984836}",20,8,21.30854872356806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.6, 'e': 0.17308023601645434}",20,10,-29.236232651494902,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
877,False,"{'a': 0.6, 'e': 0.17273442147423515}",20,8,21.79355323408273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.6, 'e': 0.17238929786993218}",25,7,17.037594954680838,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
879,False,"{'a': 0.6, 'e': 0.17204486382305054}",20,12,14.657150121638015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.6, 'e': 0.17170111795585358}",30,13,34.52884124348316,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.6, 'e': 0.17135805889335737}",20,2,1.5670993617363789,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
882,False,"{'a': 0.6, 'e': 0.17101568526332522}",30,13,7.547977285948091,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
883,False,"{'a': 0.6, 'e': 0.17067399569626215}",25,15,4.110061526036747,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.6, 'e': 0.17033298882540943}",20,5,24.86539167938151,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.6, 'e': 0.16999266328673912}",20,9,-3.066058311277539,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
886,False,"{'a': 0.6, 'e': 0.1696530177189486}",25,9,33.830797227009064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.6, 'e': 0.16931405076345518}",20,13,11.120729865599944,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.6, 'e': 0.16897576106439058}",20,10,21.10442146453509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.6, 'e': 0.1686381472685955}",20,0,12.901867789370396,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
890,False,"{'a': 0.6, 'e': 0.16830120802561438}",25,12,3.7592734044130878,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
891,False,"{'a': 0.6, 'e': 0.16796494198768974}",25,13,23.774557231013844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.6, 'e': 0.167629347809757}",25,18,13.65341700542844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.6, 'e': 0.167294424149439}",30,10,28.39309955067376,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.6, 'e': 0.1669601696670407}",20,2,8.14611475005799,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
895,False,"{'a': 0.6, 'e': 0.16662658302554365}",20,3,-33.5441289276362,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
896,False,"{'a': 0.6, 'e': 0.16629366289060088}",20,6,23.146658334243224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.6, 'e': 0.16596140793053138}",25,11,26.361000047341825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.6, 'e': 0.16562981681631492}",20,8,22.599978637013027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.6, 'e': 0.16529888822158653}",30,16,25.43208145458759,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.6, 'e': 0.16496862082263145}",20,9,-7.3133389662161905,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
901,False,"{'a': 0.6, 'e': 0.1646390132983796}",30,13,16.445336723165894,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.6, 'e': 0.16431006433040046}",25,9,24.53408270950174,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.6, 'e': 0.16398177260289773}",35,20,26.39418135537365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.6, 'e': 0.16365413680270405}",20,3,-6.834108979897424,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
905,False,"{'a': 0.6, 'e': 0.1633271556192758}",25,12,9.18271831864169,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.6, 'e': 0.16300082774468777}",30,20,19.13246816778784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.6, 'e': 0.16267515187362808}",25,17,15.73474114178694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.6, 'e': 0.16235012670339277}",30,0,13.270812082539702,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
909,False,"{'a': 0.6, 'e': 0.16202575093388075}",20,13,4.310517749353926,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.6, 'e': 0.1617020232675885}",30,17,12.761254561451768,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
911,False,"{'a': 0.6, 'e': 0.16137894240960493}",20,5,25.978303855161545,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.6, 'e': 0.16105650706760616}",20,6,10.01722774619307,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.6, 'e': 0.16073471595185038}",30,15,25.8179100949607,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.6, 'e': 0.16041356777517274}",25,17,2.426059592699009,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.6, 'e': 0.1600930612529801}",20,0,0.2867922262350806,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
916,False,"{'a': 0.6, 'e': 0.15977319510324592}",25,6,-12.16497751784247,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
917,False,"{'a': 0.6, 'e': 0.15945396804650516}",30,8,13.863845642871894,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
918,False,"{'a': 0.6, 'e': 0.15913537880584921}",30,5,42.898844013750235,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.6, 'e': 0.15881742610692068}",20,0,30.657327460410222,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
